z	ldistance	m1z	m2z	ra	dec	iota	pol	tc	s1x	s1y	s1z	s2x	s2y	s2z	snr
0.80482	5055.12755	26.30424	23.18547	1.94459	0.31561	0.68699	4.14259	1251825661.15192	0.11532	0.14640	-0.10270	-0.28943	0.15013	0.91805	6.56754
0.41064	2240.61454	19.56229	15.79543	5.57641	1.46182	1.49650	0.21135	1251776751.57983	0.59892	0.10964	0.17910	-0.32034	-0.12967	0.84553	6.19871
0.38990	2107.67698	8.13715	7.18696	2.55662	1.39790	0.42741	2.32044	1251809676.46258	-0.31936	-0.18582	-0.42497	-0.81646	0.17013	-0.27973	6.19408
0.59401	3487.55883	29.05011	18.24880	5.21154	0.43688	1.04776	0.53244	1251835059.76003	0.12651	-0.08424	0.03151	-0.00869	0.03542	-0.03919	5.12366
0.94701	6177.82913	81.34016	71.85669	1.57462	-0.01579	1.09613	0.21130	1251776728.07546	-0.17030	0.61744	0.06582	0.06323	-0.13335	-0.12505	7.22862
0.92794	6024.54491	39.02446	35.34078	0.06194	-0.25319	0.77205	2.80559	1251762304.19492	-0.01394	-0.07837	0.03241	0.00716	0.63780	0.49683	5.85128
0.95054	6206.32590	49.85136	47.76790	5.44870	-0.07206	0.80590	0.07902	1251831507.80947	-0.23594	0.18766	-0.03667	0.42443	-0.01507	-0.29004	6.43984
1.48596	10783.94976	115.34650	87.29082	4.83176	0.78645	0.40252	2.58672	1251792804.34796	0.76920	-0.44926	-0.00936	0.02852	0.01433	0.16072	7.00368
0.65354	3917.04786	30.00017	12.14884	4.52570	1.13718	0.86845	2.56933	1251768153.25114	-0.03314	-0.04314	-0.29786	-0.26974	-0.17089	0.03455	5.52323
0.82729	5229.36427	80.99666	57.06148	0.95092	-0.62005	1.19977	5.89596	1251793618.35097	-0.94398	0.25347	-0.05669	0.13224	-0.12840	0.25913	5.37647
0.35085	1862.27379	10.24152	9.51585	2.45687	0.23762	0.93040	2.61497	1251825727.35248	-0.06661	0.04804	-0.14859	-0.21469	0.21636	-0.07003	7.52289
0.46544	2600.25012	10.30383	8.15954	0.43522	-0.10396	0.38998	6.08284	1251810437.55453	-0.10937	-0.04167	0.10345	0.07626	-0.18448	-0.29610	5.36924
1.48912	10812.27474	91.68714	71.28623	3.90472	0.47803	0.79718	2.72499	1251770094.22646	0.11797	0.51968	-0.52580	0.00605	0.06969	-0.08663	5.38301
1.12519	7645.78742	62.93170	47.23055	1.99990	0.74290	0.94173	2.30843	1251825712.41206	-0.14927	-0.04290	-0.04202	0.10606	-0.08728	-0.26627	6.38869
1.04038	6939.27131	55.43549	43.02890	1.41380	-0.87507	1.23579	3.44231	1251764494.90448	0.12335	0.01518	-0.45382	0.23399	0.83888	0.19132	5.51737
1.31104	9237.67987	115.75341	97.37320	1.35576	-0.25301	0.58668	3.84632	1251797700.69704	-0.35854	0.10439	0.14029	-0.42787	-0.64820	-0.17899	5.68197
0.91057	5885.67129	30.22302	29.13344	4.39064	-1.29338	0.74785	4.07372	1251835372.77426	0.04021	-0.07066	0.37494	-0.27697	0.41562	0.20202	5.30818
1.42796	10266.51122	81.12061	43.93607	5.55051	0.11050	0.12569	5.54212	1251756942.72224	0.64421	0.31017	0.56163	-0.30571	-0.06151	0.92420	6.79405
1.49554	10869.77275	86.66824	68.43770	0.80683	-0.39945	0.74277	5.40681	1251764718.79029	0.01404	-0.09244	0.04646	0.02110	0.19064	-0.03888	7.05612
0.54582	3148.22089	49.70379	32.90238	6.12786	1.21368	1.16331	2.64262	1251819684.95873	-0.26843	0.24105	0.03876	0.43507	0.49622	0.44997	7.59261
0.65476	3926.01392	33.92670	33.27436	4.91328	-0.05622	0.93265	0.82450	1251775368.18268	0.23440	-0.29356	0.35297	0.02096	-0.72472	-0.07226	7.90388
0.17722	856.80833	7.62441	7.25779	0.76135	0.13013	1.29007	1.31982	1251774215.36317	-0.35823	-0.55218	-0.23865	0.51570	-0.14515	-0.10989	5.27609
0.67038	4040.53225	28.85012	26.10210	2.65637	0.73424	0.22749	5.54193	1251799102.15589	0.80338	-0.39086	-0.02794	0.54500	-0.28933	-0.76687	7.03090
1.14703	7829.83646	59.72123	41.90312	6.05163	0.88404	1.22035	0.25627	1251775572.74297	0.74318	-0.26582	0.12235	0.08336	-0.36919	0.87596	5.10449
0.55697	3226.05905	12.80215	11.17839	3.32015	-0.22191	0.27703	5.45614	1251754686.01449	0.06864	-0.23797	-0.01361	0.12087	-0.12692	0.76596	5.68454
1.03564	6900.23034	50.41412	39.99684	1.57621	0.58039	0.69702	2.42318	1251783476.56737	-0.13017	0.16639	-0.11802	-0.03580	0.05241	-0.04198	5.13027
0.31142	1621.22888	12.78526	10.20578	0.61785	-0.09915	1.40838	2.45283	1251809011.32717	0.21743	-0.27489	0.01199	-0.02157	-0.17914	-0.19263	5.55419
0.54370	3133.44693	16.66177	16.24009	5.73993	-1.52091	1.07636	3.53791	1251826893.71717	0.22050	0.14425	0.55540	0.30197	0.22081	-0.62222	5.05052
1.00251	6628.28078	38.30018	37.77431	3.69500	-0.21486	0.56362	3.86634	1251800783.33411	-0.30682	-0.82738	0.11425	-0.07777	0.68782	-0.31480	7.21735
0.76281	4732.86174	26.32835	16.09304	2.72150	-0.75025	0.77778	5.42613	1251779220.24050	0.31255	-0.20501	0.22467	-0.01242	0.68438	-0.46069	5.72515
1.46360	10583.93355	129.23824	63.81607	0.54530	-0.06088	0.15874	6.17118	1251818214.69047	0.07663	-0.20255	0.14210	-0.03515	0.00690	-0.00422	6.77190
0.54881	3169.01651	12.07622	11.93458	4.61668	0.75376	0.44446	4.04701	1251832159.56256	0.57013	0.01337	-0.46097	-0.49372	-0.15564	0.59218	5.72087
0.95123	6211.85446	28.54864	15.80154	0.61098	-0.94841	0.18364	5.23131	1251834552.36083	-0.04687	-0.28098	-0.19551	-0.00068	0.00041	-0.00039	5.69598
1.48071	10736.89931	102.13903	34.39009	3.93690	1.13647	0.86936	3.23618	1251754167.13779	0.36000	-0.30153	0.72608	0.28593	-0.41852	0.36111	5.80986
1.31156	9242.20728	98.57841	85.23497	1.84095	-0.57243	0.90005	2.16211	1251789898.64997	-0.01245	0.04559	-0.00181	0.14329	-0.04411	0.24712	5.82471
0.67359	4064.17292	43.71346	15.65620	3.94699	-0.13774	0.65948	1.22288	1251814402.07836	0.12335	0.09997	0.11759	0.70881	-0.58169	0.24994	6.44529
0.83815	5313.94878	67.62608	34.04516	5.44153	1.50888	0.96303	0.78662	1251763277.26857	-0.04925	-0.01664	0.43917	0.35769	0.52532	-0.20585	7.31149
0.80015	5019.05708	38.89349	22.81505	4.35936	0.37321	0.47442	1.93218	1251804617.50529	0.31211	0.34479	-0.21572	-0.47928	-0.16842	-0.39333	5.47526
1.26433	8832.31350	88.94258	43.69976	1.36531	-0.04307	0.84443	3.45906	1251819399.72019	-0.78889	0.38746	0.47643	0.06531	0.17322	-0.11822	5.34654
0.87305	5587.91534	74.20968	54.20466	3.86806	0.02122	0.37530	5.73156	1251825206.71247	-0.15750	0.25052	-0.32125	-0.00369	-0.01247	-0.29625	7.09445
0.79674	4992.79214	77.31037	37.51317	0.19897	-0.62398	0.64437	5.07191	1251792453.71930	-0.37253	-0.02410	0.24810	-0.01275	-0.41772	0.15861	7.44682
0.61979	3672.21613	26.27980	25.60246	1.76850	0.02922	1.12133	4.23348	1251813622.70714	0.08575	0.14192	0.29509	0.37648	0.14161	0.18623	6.64519
1.47662	10700.30343	76.01300	51.26238	1.14381	0.72300	0.45444	2.79892	1251783678.43554	-0.18393	0.06277	-0.05682	0.13727	0.62503	-0.34694	5.42992
0.49184	2777.67396	18.25908	8.87433	3.67592	0.47953	0.91488	5.39003	1251756431.42418	-0.27044	0.31016	-0.67681	0.05381	0.40150	-0.13145	5.58700
0.65636	3937.72449	65.47596	51.85093	6.17197	1.36444	1.14185	2.63345	1251802907.78677	-0.95065	-0.05864	-0.07595	0.57062	0.49808	-0.28014	7.39906
1.48081	10737.82664	43.00645	34.79788	2.13743	-0.84284	0.13677	2.75956	1251768397.75662	0.13624	-0.02269	0.02711	-0.49089	0.28555	-0.35250	5.30894
1.38404	9877.76497	124.55333	52.56158	4.26002	0.99377	0.78873	3.15771	1251765451.00272	-0.32928	-0.12828	0.00246	0.16736	-0.58072	-0.04408	6.88319
0.34172	1805.83938	8.26570	7.16323	3.57279	-1.12309	0.99480	2.95884	1251779165.36654	0.18102	-0.00316	0.43884	-0.00186	0.00002	0.00163	5.02431
0.65550	3931.39024	34.72873	30.57670	0.57969	-0.74475	1.12057	0.99776	1251772673.21978	0.14716	-0.21580	0.11482	0.76565	0.28183	-0.06960	5.41193
1.10474	7474.18525	30.98108	30.52910	5.71575	-0.70961	0.32855	6.16172	1251828973.01261	0.23764	-0.14095	-0.41486	-0.14294	0.13295	0.09477	6.39654
1.33440	9441.67984	67.64505	67.06390	0.72984	-0.01991	0.80435	0.54729	1251807718.24205	-0.10709	-0.10763	0.02571	-0.18027	0.17232	-0.36141	5.52855
0.56322	3269.86753	32.78132	16.86866	2.00469	-0.98660	1.22872	0.51741	1251774262.05456	0.01677	0.01753	-0.24104	0.06975	0.14302	0.11214	6.27454
1.20415	8315.11526	129.32749	60.86971	0.58196	0.50580	1.03877	2.26002	1251814362.48396	-0.09691	0.19399	-0.13849	-0.37117	0.11418	0.38302	5.41007
0.83133	5260.75014	25.00012	21.08992	3.07243	0.17456	0.20277	4.08355	1251821397.73766	0.08436	0.09977	0.40546	0.26765	0.35775	-0.17148	5.39175
1.43069	10290.77929	49.31992	40.22536	3.57477	-1.20961	0.21999	2.57551	1251787217.18960	0.45391	-0.71140	0.49159	0.39289	0.58477	-0.20462	6.22178
1.10019	7436.13064	96.85071	36.39028	1.23967	-0.95079	0.66631	4.27161	1251768351.13004	0.28548	-0.22216	-0.04484	0.04971	0.03363	-0.01814	7.70828
1.30183	9157.50259	58.01622	55.55031	4.29600	0.32995	0.31828	1.33886	1251781744.83233	-0.41345	0.48526	0.54760	0.24684	0.01676	0.13729	5.87525
0.33261	1749.87549	7.98450	6.75287	4.76275	-0.50497	0.43018	2.33263	1251796973.40780	0.20253	-0.20338	-0.34922	-0.32695	0.28565	-0.16844	6.98837
1.21516	8409.35006	90.94631	57.20382	3.14045	0.50630	1.11743	4.27814	1251754851.64137	0.02680	-0.01375	0.03455	0.03232	-0.07382	0.09047	6.13816
0.75900	4703.84856	42.56810	26.25964	4.98511	0.86812	0.90188	0.50677	1251764970.83110	0.30327	-0.40599	-0.57703	0.00894	-0.00387	0.06712	6.59225
0.41754	2285.27745	18.90205	14.60713	5.32923	1.33976	1.11595	0.67216	1251757599.41761	0.22321	0.13206	-0.12609	-0.21486	-0.08663	-0.27197	5.55963
0.73777	4542.93367	24.86501	18.77508	1.27789	-0.66558	0.96546	1.16734	1251772184.34728	-0.00262	0.00034	0.00316	-0.27093	0.07302	0.20848	5.10650
1.37650	9811.33747	78.61235	59.55703	4.43935	1.32580	0.75712	3.88848	1251762901.61940	-0.11738	0.20412	-0.14482	0.59322	0.11487	-0.46535	5.96795
1.05941	7096.61426	68.16248	36.25876	4.14684	0.76483	0.90940	3.32092	1251776643.56272	0.00463	-0.00634	-0.04359	-0.48245	-0.50983	0.20369	5.28098
0.65185	3904.74227	54.21535	21.19413	0.77307	0.73807	0.48248	5.39853	1251768292.77366	-0.65282	-0.62027	-0.09303	-0.51479	-0.69294	0.37950	6.29522
1.04519	6978.99784	99.40894	23.33680	3.13315	0.91843	0.52625	0.42132	1251824638.39224	0.47898	-0.01376	0.46654	0.57185	-0.04777	0.12240	7.78825
1.25741	8772.61581	56.85784	45.27580	0.11149	0.69982	0.37733	1.49639	1251761917.56844	0.83272	0.36254	-0.04028	0.30877	0.23891	0.82073	5.47222
0.94193	6136.89956	65.22587	38.20855	3.01907	-0.86501	0.58737	3.89237	1251752704.53382	0.55928	-0.41671	0.02181	-0.11344	-0.58837	0.16959	5.17812
0.56282	3267.05408	35.22169	26.39938	0.24778	1.29851	0.95845	6.20796	1251765529.73257	-0.05072	-0.39045	-0.90751	0.04261	-0.57287	-0.47020	5.87884
1.42576	10246.99065	64.52399	56.79508	6.24109	0.63241	0.24783	3.00600	1251799283.38402	0.09044	-0.06131	-0.03056	0.16953	-0.10497	-0.04675	7.42787
1.09483	7391.34400	47.70090	23.93728	0.96309	-0.70429	0.30022	4.14599	1251759173.80382	-0.58322	0.40724	-0.06240	0.21121	-0.12252	-0.09427	6.88710
1.06758	7164.38172	95.02286	58.01747	0.01168	-1.31389	1.26844	2.04168	1251793042.74453	0.14770	0.12153	0.25814	-0.38020	0.36126	-0.22262	5.10099
1.43169	10299.72050	100.41749	98.94183	4.34825	-0.50497	0.41472	0.46041	1251835149.33573	0.29374	-0.19416	0.16143	0.08409	0.11164	0.09159	5.04753
0.94272	6143.30702	52.40622	28.44971	0.19685	-1.17053	0.60504	3.44587	1251762533.88572	-0.04293	0.02536	-0.17677	0.02843	-0.11080	-0.01845	6.63876
1.24487	8664.44833	62.77410	48.91331	6.14681	-0.13068	0.89633	1.24456	1251831283.22572	0.17789	-0.10256	0.22305	-0.42207	-0.68192	-0.44471	5.33814
1.25742	8772.70276	103.86808	57.10667	0.69323	-1.27613	0.46593	5.18943	1251798154.60691	-0.47215	0.07866	-0.04678	0.25381	0.40841	-0.34719	6.59550
1.50405	10946.17268	115.35874	82.45080	3.81216	0.53049	0.80625	3.64252	1251773923.27322	0.23883	0.22930	0.76046	-0.16419	0.20323	0.35179	6.85905
1.13070	7692.11186	69.00537	35.90845	0.50723	-0.86263	0.85869	4.38190	1251759850.52824	0.04391	-0.03040	-0.07270	0.00161	0.00433	0.00174	5.89369
0.75098	4642.92025	38.77966	30.89234	1.61308	-0.55967	0.31820	5.07154	1251806932.53718	-0.08508	0.94318	-0.06828	0.03915	0.07088	0.16594	6.94146
1.50449	10950.13407	73.27444	72.45562	5.93803	-0.44895	0.66560	3.49827	1251831092.99060	0.89979	-0.29031	-0.05531	0.34657	0.14020	-0.35561	7.16083
0.41719	2283.02563	13.08118	7.51326	3.58721	-1.13831	0.45293	2.38018	1251770902.15409	0.73540	-0.31497	0.45244	-0.57190	0.08929	-0.63607	6.11116
0.54843	3166.41441	22.26860	14.18293	3.93094	1.15115	0.82867	3.21133	1251822846.57503	-0.21179	-0.33891	0.02440	0.14815	0.60944	-0.32898	5.69468
1.29992	9140.89436	62.94226	51.35157	2.21328	-0.29002	0.43919	2.08832	1251757421.35872	0.59318	-0.22608	-0.54390	-0.67863	-0.08058	-0.23425	5.16942
0.82456	5208.12342	69.81250	53.16339	2.86447	-0.28508	0.58174	3.96772	1251810145.00985	0.00637	-0.45638	-0.15381	0.10298	-0.01553	-0.12105	5.80643
0.51162	2912.22682	59.85762	21.58797	4.24535	-0.44814	0.87731	0.15435	1251829588.58635	-0.08542	0.12364	-0.19182	-0.00613	0.01677	-0.01231	5.05038
0.89678	5775.84891	107.95998	38.31133	1.53803	1.18767	0.87462	2.53486	1251777515.50119	-0.03760	-0.01384	-0.06783	-0.32950	-0.31547	-0.09933	5.59218
0.46166	2575.10481	59.79455	17.69795	1.88768	-0.23176	1.09314	1.29638	1251758907.25926	0.51505	-0.29689	0.64715	-0.04239	0.21690	0.01422	7.90408
1.21811	8434.57111	46.91475	44.07430	0.37529	0.60429	0.85023	3.45711	1251797538.19581	-0.00024	-0.00004	0.00014	-0.41353	-0.02544	-0.03505	5.60367
0.49479	2797.63988	11.32222	7.69791	2.91158	-1.11547	0.52421	1.66709	1251808258.05956	0.18127	0.52362	0.22273	-0.09697	0.07314	0.15971	5.17431
1.25810	8778.50458	34.35325	28.71585	1.98261	0.83680	0.64551	1.86533	1251816056.02585	-0.30980	0.30561	0.22897	0.70785	-0.61342	0.09214	5.13013
0.64457	3851.67735	43.38400	20.47613	2.59194	-0.35873	0.79493	2.47847	1251759062.52101	0.55962	0.31579	0.34653	-0.18539	0.64224	0.23546	7.30062
1.11022	7520.12205	81.36565	59.07867	1.44023	0.21959	1.03225	0.95435	1251777076.66594	0.19576	0.32586	-0.09929	-0.64173	0.33196	-0.26338	5.08562
1.32168	9330.51556	80.25276	74.11214	2.43160	-0.65363	1.21321	5.44072	1251778952.37020	-0.42194	-0.15506	-0.56785	-0.15117	0.04661	0.34022	5.24287
1.25938	8789.55453	52.96124	28.87049	1.90508	-0.48771	0.42827	1.72706	1251779815.47925	-0.19126	-0.34590	-0.63571	0.01550	-0.33792	0.67074	5.51311
0.30583	1587.62504	17.58573	9.08465	1.09390	0.93783	0.95348	0.18866	1251765724.84334	0.58320	-0.71857	-0.03021	-0.31599	0.01241	0.35381	5.15486
0.35711	1901.17172	40.92610	29.54145	1.46137	-0.07156	1.56550	0.82220	1251787082.65272	-0.30766	-0.03434	0.11218	0.16428	0.19410	-0.04622	6.66483
1.13037	7689.32633	71.50203	70.77855	0.88066	0.91053	0.37913	4.89315	1251769131.68936	0.22490	-0.40994	0.38528	-0.10142	0.16398	0.20348	7.17720
0.82886	5241.57497	91.72803	47.93420	5.93352	1.23774	1.35214	2.80489	1251828539.25117	-0.00613	-0.00713	0.02629	0.21078	0.07694	-0.44049	5.20693
0.77975	4862.24521	31.56663	18.44911	2.97921	0.65254	0.81749	0.48017	1251756961.48992	-0.08234	0.05112	-0.08786	-0.05802	-0.03595	-0.10205	5.21215
1.19420	8230.22120	100.95764	70.09662	4.88660	-0.56358	1.01060	2.63238	1251795676.18654	0.15088	0.13556	-0.06400	0.51986	-0.39910	-0.33194	6.14392
0.62530	3711.89988	27.86325	16.76952	2.22432	0.05019	0.48514	5.86075	1251783402.51211	-0.29953	0.26778	0.49919	-0.17052	-0.00200	0.02394	7.97586
1.25510	8752.64786	79.82016	64.35760	2.87784	-0.69401	0.99479	0.32262	1251777497.18061	0.01672	0.06848	-0.13896	0.73101	-0.41596	0.38947	6.69351
1.35987	9665.03447	130.06123	38.93060	4.08741	-0.04842	0.49138	2.77503	1251804171.35537	-0.08984	0.08406	-0.03893	-0.14054	-0.06066	-0.38556	6.02752
0.63565	3786.83907	18.58197	13.50400	4.89769	-0.55865	0.76996	3.61837	1251819500.39129	0.10371	-0.36386	-0.26552	0.00282	0.34460	-0.24984	5.87057
1.06231	7120.61883	97.30235	83.76564	4.11726	0.34703	1.55703	1.05716	1251757753.97696	-0.32230	0.79884	0.12215	0.42403	-0.22323	0.02827	7.51346
0.63130	3755.29042	29.04119	11.39667	3.19017	-0.89218	0.82434	5.38990	1251796175.54672	-0.28361	0.36443	-0.67257	0.23486	0.36718	-0.21430	5.46682
1.42394	10230.87701	72.56521	61.97733	6.02866	-0.35607	0.59071	3.81059	1251819260.07384	-0.46812	0.43643	-0.52395	-0.13559	0.31668	0.54150	6.05391
0.66847	4026.52867	26.96793	22.11868	5.12266	0.81940	0.76320	4.81457	1251785295.60166	-0.11546	0.14983	-0.12535	-0.71630	0.23641	0.55300	7.26176
1.36030	9668.77919	136.69660	98.44051	0.33946	0.85860	1.21635	0.62164	1251822735.82234	0.14023	0.11018	0.82413	-0.10866	-0.00507	0.38060	5.28853
1.30476	9182.99388	115.04606	44.67425	3.01225	0.84921	0.89285	4.68115	1251833069.60302	0.48159	0.36071	-0.22202	0.30687	0.18842	0.15510	6.03039
1.12603	7652.81540	32.83851	30.15115	2.93899	-0.76000	0.41420	3.68350	1251785724.58760	0.14439	0.40355	0.03413	0.08370	0.02242	-0.13211	6.44380
0.64356	3844.29714	28.36550	10.93723	1.65301	-0.26318	0.43082	5.30062	1251826373.85104	0.05424	-0.78642	-0.25745	0.64670	0.38509	-0.06049	5.08771
1.50124	10920.93706	80.20415	74.21459	4.85052	0.83036	0.35388	1.67379	1251752293.51150	0.36135	0.04038	-0.85613	0.34003	0.17075	0.64358	7.28290
0.57012	3318.33956	84.03316	47.04825	5.31707	-0.50178	1.29919	3.94840	1251812837.48054	0.02051	0.00158	0.00228	0.13718	-0.12117	0.10430	7.65731
0.59108	3466.68721	14.45137	10.55620	3.15017	1.05936	0.31172	5.84891	1251752665.91809	0.22740	0.07537	-0.10290	0.07842	0.06672	-0.03803	6.74736
0.69770	4242.68680	16.89694	12.24557	4.05213	0.24560	0.38590	6.06976	1251766606.19925	-0.09207	0.25028	-0.18154	-0.07429	-0.37671	0.18974	5.65507
1.38514	9887.49599	75.46045	53.56648	4.46770	0.86546	1.19087	4.47552	1251764958.79045	0.14478	0.01060	0.37226	-0.25137	0.14959	0.25866	5.65492
0.82989	5249.56116	106.54301	36.57501	0.01585	0.03459	0.84178	4.21987	1251809989.06494	0.56499	-0.20269	-0.27829	0.25216	-0.64933	0.26502	5.99080
1.44222	10393.34134	86.14694	65.75638	2.07429	-0.31926	0.57901	3.97670	1251832385.04449	0.79092	0.08901	0.00729	-0.08190	0.07385	-0.06194	5.88648
0.70406	4290.02730	55.62011	44.49055	4.58019	1.40596	1.04383	3.62349	1251827844.41259	0.21992	0.15833	-0.48628	-0.31614	0.04239	0.32108	7.14609
0.42607	2340.68623	7.22432	7.21340	6.19212	0.43132	0.56307	1.40502	1251785048.29755	-0.69277	-0.31636	-0.23304	-0.18251	-0.15604	-0.34155	6.03424
0.84581	5373.89125	18.86765	16.13177	5.78991	0.83065	0.64039	1.78774	1251786153.60934	0.26871	0.30714	0.32986	0.12529	0.26020	0.05959	5.30043
0.81612	5142.55765	42.79174	24.95037	3.66340	-1.09516	0.56393	1.70478	1251772177.26200	0.54104	0.07447	0.09482	-0.23859	0.42777	-0.48952	6.01712
0.48506	2731.85930	10.66463	8.96986	4.36632	0.82148	0.84649	2.61052	1251769792.91516	0.07736	-0.19626	0.63296	-0.44219	0.30887	-0.14487	5.76772
1.00877	6679.48611	50.24357	35.58903	2.17406	-0.24534	0.61994	3.87843	1251830148.37524	0.21809	-0.00064	0.08439	0.06364	-0.07790	0.03453	5.72408
0.43727	2413.93741	12.66764	11.28989	4.10885	-0.75697	0.42281	3.25575	1251836483.42277	0.55179	0.63929	-0.16977	0.17944	0.21677	0.13400	5.53879
1.11785	7584.10228	51.31937	32.82586	4.68632	1.00268	0.81465	4.57591	1251763328.65622	0.01440	-0.08317	-0.02406	-0.01839	0.71595	-0.49105	5.64123
0.67062	4042.31419	21.20321	14.37581	4.51225	-0.27003	0.62498	5.12916	1251775184.75314	0.66029	0.15491	0.68044	0.23988	-0.27636	0.36888	5.11203
1.04104	6944.74000	85.22158	56.69794	4.20153	-0.27104	1.21292	0.97259	1251808487.75453	-0.08959	0.14791	-0.59658	0.07534	0.09569	-0.27160	5.19693
0.63393	3774.35806	19.45210	12.95460	0.09814	-0.74379	0.39526	4.43893	1251758453.90000	-0.52606	0.18254	-0.15457	-0.09589	-0.01325	-0.46264	6.58272
1.46458	10592.68991	128.47931	115.26206	5.26060	-0.21184	1.12394	5.48297	1251831849.54863	0.40877	0.38707	0.05110	0.14450	-0.02888	-0.18002	6.17100
0.99354	6555.07264	27.14767	26.94393	3.38145	0.37244	0.10847	2.43461	1251824025.37011	-0.42610	0.02279	0.14986	-0.01094	-0.16545	0.01404	5.52872
0.42095	2307.36597	14.09588	13.81856	1.24762	-0.01229	0.59861	5.75884	1251815365.34185	-0.11878	-0.06547	-0.01866	0.58684	-0.00154	-0.58044	7.87607
1.44740	10439.48904	78.63944	76.17192	1.25640	0.35505	0.89077	4.15220	1251813748.96694	0.04259	-0.04729	0.21015	-0.68903	-0.38777	-0.39450	6.51201
0.36554	1953.83222	19.80908	12.81338	6.01457	0.71307	1.13401	0.23541	1251763955.08723	0.16356	0.12759	-0.01649	0.53426	0.59093	-0.30598	6.39649
0.31474	1641.22994	11.89152	7.68182	3.15476	0.13822	1.10266	0.57680	1251800688.14663	-0.56144	0.17565	0.23061	0.64193	0.44452	-0.62384	5.54629
1.34103	9499.73138	121.51561	64.84900	4.66206	1.01450	0.71302	6.22309	1251835904.57844	0.13393	0.04152	0.12797	0.03244	0.01845	-0.10084	7.44415
0.57096	3324.26542	31.69389	7.87704	0.27173	-0.47832	0.30619	3.13957	1251832969.15736	-0.23409	0.14164	-0.63037	-0.22635	-0.18009	-0.94325	6.47288
0.92673	6014.86641	40.30330	29.12670	6.22250	1.09389	0.36601	6.27814	1251814870.56024	0.08394	0.09714	0.05252	0.15527	-0.76796	-0.10350	6.29399
1.18397	8143.06645	85.47897	75.83844	3.23505	0.49809	0.97269	5.98102	1251807214.14227	-0.00218	-0.02296	0.01551	-0.24712	0.10451	0.36903	5.80963
0.77089	4794.44424	55.73808	55.24457	0.87980	0.55437	1.53562	4.86428	1251790140.33378	-0.01806	-0.12799	-0.07462	-0.33581	-0.77497	0.11628	6.65250
1.46586	10604.16836	67.21946	52.65646	3.73726	0.57562	0.53562	2.92392	1251821616.02890	-0.25652	-0.03100	-0.14740	0.10689	0.29392	-0.15204	5.26907
0.83499	5289.33175	27.95682	21.92612	1.67569	0.94131	0.45191	5.00434	1251812144.09878	-0.00118	-0.01395	0.00839	-0.04693	-0.29028	0.02859	7.55336
1.36178	9681.82920	65.81007	52.15498	5.93129	-0.86208	0.42335	1.84668	1251829057.31237	-0.45784	0.47517	-0.48526	0.26423	-0.22129	0.17263	7.76121
1.24161	8636.43843	74.37169	45.04432	6.12695	-0.15253	0.40765	1.00126	1251829141.74400	0.21528	0.30943	-0.72926	-0.01900	0.03149	-0.01354	6.98354
0.91280	5903.45622	30.26899	29.47348	3.17491	-0.20021	0.49904	3.28111	1251828594.02666	0.01733	0.61518	-0.28376	-0.26562	-0.50424	0.13206	5.17014
0.97650	6416.37792	88.56373	59.38168	3.21812	-1.03698	1.33039	3.57136	1251783668.86900	0.20355	0.09146	0.09555	-0.11596	0.01853	-0.06663	5.44013
1.47814	10713.88991	79.38917	70.10414	1.63264	-0.60105	1.28037	2.09913	1251774454.21347	-0.20038	0.10576	0.05558	0.07889	-0.03598	-0.03502	5.16341
1.44858	10449.98560	79.65669	78.44577	0.71382	-0.12714	0.15967	6.18928	1251793991.24854	0.06802	-0.05254	-0.19679	0.35117	0.06027	-0.38814	6.69242
0.46000	2564.00865	21.39264	15.90524	3.59048	1.05016	0.86306	0.03838	1251801137.25841	0.31210	-0.32616	-0.08722	0.19528	0.34764	-0.06176	5.00951
0.60250	3548.14277	10.81756	8.83376	2.25670	0.63614	0.33658	3.29645	1251827063.33227	0.16336	-0.35207	0.29373	-0.25312	0.08528	-0.12982	5.74399
1.48640	10787.84264	130.80272	55.32674	0.39241	-0.86852	0.32763	0.47269	1251763510.27939	0.17068	-0.16376	0.01034	0.42527	0.32669	-0.61633	7.46637
1.17851	8096.64863	69.10653	67.95907	0.37502	0.27915	0.50974	2.60239	1251776363.41955	0.00252	-0.00626	0.05346	0.39235	0.06947	-0.86081	6.45893
1.09505	7393.15814	105.56617	40.07763	3.40041	0.79463	1.13241	3.48266	1251827822.52892	-0.04043	0.12650	-0.07919	-0.62767	-0.55469	-0.11577	5.34706
0.59020	3460.42927	34.82625	32.88073	3.63806	-0.05309	1.40944	1.03383	1251809666.69265	-0.10782	-0.47395	0.05625	0.34807	-0.64127	0.17089	5.20132
1.08048	7271.66574	83.48713	80.36219	2.94789	1.12672	1.21023	4.79508	1251769223.17550	-0.10627	0.25352	-0.03665	0.21253	0.29828	0.57812	5.57538
0.68838	4173.46573	31.50503	17.49271	2.60838	-0.64186	0.79656	0.82553	1251764056.69205	-0.23974	0.21939	-0.04807	0.06566	0.12150	0.03233	5.66369
0.54343	3131.59329	21.01640	17.51459	4.79288	0.74113	0.65094	3.94421	1251802596.66264	0.24687	0.51884	0.27894	0.14884	0.10431	-0.04581	5.53319
1.04056	6940.74445	88.28004	57.14802	0.53468	-0.64860	0.41679	3.96752	1251795536.51713	-0.17174	-0.25415	-0.05871	0.02070	-0.01736	0.00242	7.39693
